"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2016-10-10 16:14:06 +02:00"

"Country / territory of asylum/residence",Origin,Year,Month,Value
"United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland",2016,June,1
"United Kingdom of Great Britain and Northern Ireland",Georgia,2016,January,7
"United Kingdom of Great Britain and Northern Ireland",Georgia,2016,February,5
"United Kingdom of Great Britain and Northern Ireland",Georgia,2016,March,6
"United Kingdom of Great Britain and Northern Ireland",Georgia,2016,April,11
"United Kingdom of Great Britain and Northern Ireland",Georgia,2016,May,1
"United Kingdom of Great Britain and Northern Ireland",Georgia,2016,June,4
"United Kingdom of Great Britain and Northern Ireland",Georgia,2016,July,7
"United Kingdom of Great Britain and Northern Ireland",Germany,2016,June,1
"United Kingdom of Great Britain and Northern Ireland",Ghana,2016,January,24
"United Kingdom of Great Britain and Northern Ireland",Ghana,2016,February,26
"United Kingdom of Great Britain and Northern Ireland",Ghana,2016,March,19
"United Kingdom of Great Britain and Northern Ireland",Ghana,2016,April,20
"United Kingdom of Great Britain and Northern Ireland",Ghana,2016,May,37
"United Kingdom of Great Britain and Northern Ireland",Ghana,2016,June,31
"United Kingdom of Great Britain and Northern Ireland",Ghana,2016,July,32
"United Kingdom of Great Britain and Northern Ireland",Grenada,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Grenada,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Grenada,2016,April,1
"United Kingdom of Great Britain and Northern Ireland",Grenada,2016,July,3
"United Kingdom of Great Britain and Northern Ireland",Guatemala,2016,April,1
"United Kingdom of Great Britain and Northern Ireland",Guinea,2016,January,6
"United Kingdom of Great Britain and Northern Ireland",Guinea,2016,February,4
"United Kingdom of Great Britain and Northern Ireland",Guinea,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Guinea,2016,April,3
"United Kingdom of Great Britain and Northern Ireland",Guinea,2016,May,3
"United Kingdom of Great Britain and Northern Ireland",Guinea,2016,June,1
"United Kingdom of Great Britain and Northern Ireland",Guinea,2016,July,4
"United Kingdom of Great Britain and Northern Ireland",Guyana,2016,July,3
"United Kingdom of Great Britain and Northern Ireland",Honduras,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Honduras,2016,June,2
"United Kingdom of Great Britain and Northern Ireland",Croatia,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Hungary,2016,April,1
"United Kingdom of Great Britain and Northern Ireland","Côte d'Ivoire",2016,January,2
"United Kingdom of Great Britain and Northern Ireland","Côte d'Ivoire",2016,March,2
"United Kingdom of Great Britain and Northern Ireland","Côte d'Ivoire",2016,April,3
"United Kingdom of Great Britain and Northern Ireland","Côte d'Ivoire",2016,May,3
"United Kingdom of Great Britain and Northern Ireland","Côte d'Ivoire",2016,June,4
"United Kingdom of Great Britain and Northern Ireland","Côte d'Ivoire",2016,July,7
"United Kingdom of Great Britain and Northern Ireland",India,2016,January,175
"United Kingdom of Great Britain and Northern Ireland",India,2016,February,147
"United Kingdom of Great Britain and Northern Ireland",India,2016,March,171
"United Kingdom of Great Britain and Northern Ireland",India,2016,April,163
"United Kingdom of Great Britain and Northern Ireland",India,2016,May,174
"United Kingdom of Great Britain and Northern Ireland",India,2016,June,177
"United Kingdom of Great Britain and Northern Ireland",India,2016,July,157
"United Kingdom of Great Britain and Northern Ireland",Indonesia,2016,January,2
"United Kingdom of Great Britain and Northern Ireland",Indonesia,2016,March,2
"United Kingdom of Great Britain and Northern Ireland",Indonesia,2016,April,1
"United Kingdom of Great Britain and Northern Ireland",Ireland,2016,April,2
"United Kingdom of Great Britain and Northern Ireland","Iran (Islamic Rep. of)",2016,January,588
"United Kingdom of Great Britain and Northern Ireland","Iran (Islamic Rep. of)",2016,February,538
"United Kingdom of Great Britain and Northern Ireland","Iran (Islamic Rep. of)",2016,March,507
"United Kingdom of Great Britain and Northern Ireland","Iran (Islamic Rep. of)",2016,April,496
"United Kingdom of Great Britain and Northern Ireland","Iran (Islamic Rep. of)",2016,May,437
"United Kingdom of Great Britain and Northern Ireland","Iran (Islamic Rep. of)",2016,June,316
"United Kingdom of Great Britain and Northern Ireland","Iran (Islamic Rep. of)",2016,July,316
"United Kingdom of Great Britain and Northern Ireland",Iraq,2016,January,377
"United Kingdom of Great Britain and Northern Ireland",Iraq,2016,February,391
"United Kingdom of Great Britain and Northern Ireland",Iraq,2016,March,276
"United Kingdom of Great Britain and Northern Ireland",Iraq,2016,April,319
"United Kingdom of Great Britain and Northern Ireland",Iraq,2016,May,267
"United Kingdom of Great Britain and Northern Ireland",Iraq,2016,June,253
"United Kingdom of Great Britain and Northern Ireland",Iraq,2016,July,261
"United Kingdom of Great Britain and Northern Ireland",Israel,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Israel,2016,May,1
"United Kingdom of Great Britain and Northern Ireland",Israel,2016,July,5
"United Kingdom of Great Britain and Northern Ireland",Jamaica,2016,January,19
"United Kingdom of Great Britain and Northern Ireland",Jamaica,2016,February,15
"United Kingdom of Great Britain and Northern Ireland",Jamaica,2016,March,24
"United Kingdom of Great Britain and Northern Ireland",Jamaica,2016,April,17
"United Kingdom of Great Britain and Northern Ireland",Jamaica,2016,May,21
"United Kingdom of Great Britain and Northern Ireland",Jamaica,2016,June,19
"United Kingdom of Great Britain and Northern Ireland",Jamaica,2016,July,17
"United Kingdom of Great Britain and Northern Ireland",Jordan,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Jordan,2016,February,2
"United Kingdom of Great Britain and Northern Ireland",Jordan,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Jordan,2016,April,1
"United Kingdom of Great Britain and Northern Ireland",Jordan,2016,May,5
"United Kingdom of Great Britain and Northern Ireland",Jordan,2016,July,7
"United Kingdom of Great Britain and Northern Ireland",Japan,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Japan,2016,June,1
"United Kingdom of Great Britain and Northern Ireland",Japan,2016,July,1
"United Kingdom of Great Britain and Northern Ireland",Kazakhstan,2016,March,3
"United Kingdom of Great Britain and Northern Ireland",Kazakhstan,2016,June,1
"United Kingdom of Great Britain and Northern Ireland",Kenya,2016,January,13
"United Kingdom of Great Britain and Northern Ireland",Kenya,2016,February,11
"United Kingdom of Great Britain and Northern Ireland",Kenya,2016,March,9
"United Kingdom of Great Britain and Northern Ireland",Kenya,2016,April,9
"United Kingdom of Great Britain and Northern Ireland",Kenya,2016,May,15
"United Kingdom of Great Britain and Northern Ireland",Kenya,2016,June,5
"United Kingdom of Great Britain and Northern Ireland",Kenya,2016,July,1
"United Kingdom of Great Britain and Northern Ireland",Kyrgyzstan,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Kyrgyzstan,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Kyrgyzstan,2016,April,5
"United Kingdom of Great Britain and Northern Ireland",Kyrgyzstan,2016,July,2
"United Kingdom of Great Britain and Northern Ireland","Rep. of Korea",2016,January,5
"United Kingdom of Great Britain and Northern Ireland","Dem. People's Rep. of Korea",2016,January,1
"United Kingdom of Great Britain and Northern Ireland","Dem. People's Rep. of Korea",2016,February,3
"United Kingdom of Great Britain and Northern Ireland","Dem. People's Rep. of Korea",2016,April,1
"United Kingdom of Great Britain and Northern Ireland","Dem. People's Rep. of Korea",2016,May,4
"United Kingdom of Great Britain and Northern Ireland",Kuwait,2016,January,9
"United Kingdom of Great Britain and Northern Ireland",Kuwait,2016,February,25
"United Kingdom of Great Britain and Northern Ireland",Kuwait,2016,March,25
"United Kingdom of Great Britain and Northern Ireland",Kuwait,2016,April,16
"United Kingdom of Great Britain and Northern Ireland",Kuwait,2016,May,15
"United Kingdom of Great Britain and Northern Ireland",Kuwait,2016,June,14
"United Kingdom of Great Britain and Northern Ireland",Kuwait,2016,July,7
"United Kingdom of Great Britain and Northern Ireland",Liberia,2016,February,2
"United Kingdom of Great Britain and Northern Ireland",Liberia,2016,June,1
"United Kingdom of Great Britain and Northern Ireland",Libya,2016,January,91
"United Kingdom of Great Britain and Northern Ireland",Libya,2016,February,39
"United Kingdom of Great Britain and Northern Ireland",Libya,2016,March,46
"United Kingdom of Great Britain and Northern Ireland",Libya,2016,April,33
"United Kingdom of Great Britain and Northern Ireland",Libya,2016,May,44
"United Kingdom of Great Britain and Northern Ireland",Libya,2016,June,43
"United Kingdom of Great Britain and Northern Ireland",Libya,2016,July,23
"United Kingdom of Great Britain and Northern Ireland","Saint Lucia",2016,January,5
"United Kingdom of Great Britain and Northern Ireland","Saint Lucia",2016,February,1
"United Kingdom of Great Britain and Northern Ireland","Saint Lucia",2016,March,1
"United Kingdom of Great Britain and Northern Ireland","Saint Lucia",2016,May,1
"United Kingdom of Great Britain and Northern Ireland","Saint Lucia",2016,June,4
"United Kingdom of Great Britain and Northern Ireland","Saint Lucia",2016,July,1
"United Kingdom of Great Britain and Northern Ireland",Lebanon,2016,January,8
"United Kingdom of Great Britain and Northern Ireland",Lebanon,2016,February,11
"United Kingdom of Great Britain and Northern Ireland",Lebanon,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Lebanon,2016,April,8
"United Kingdom of Great Britain and Northern Ireland",Lebanon,2016,May,6
"United Kingdom of Great Britain and Northern Ireland",Lebanon,2016,June,7
"United Kingdom of Great Britain and Northern Ireland",Lebanon,2016,July,13
"United Kingdom of Great Britain and Northern Ireland","Sri Lanka",2016,January,142
"United Kingdom of Great Britain and Northern Ireland","Sri Lanka",2016,February,94
"United Kingdom of Great Britain and Northern Ireland","Sri Lanka",2016,March,119
"United Kingdom of Great Britain and Northern Ireland","Sri Lanka",2016,April,117
"United Kingdom of Great Britain and Northern Ireland","Sri Lanka",2016,May,112
"United Kingdom of Great Britain and Northern Ireland","Sri Lanka",2016,June,91
"United Kingdom of Great Britain and Northern Ireland","Sri Lanka",2016,July,98
"United Kingdom of Great Britain and Northern Ireland",Lithuania,2016,January,2
"United Kingdom of Great Britain and Northern Ireland",Lithuania,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Lithuania,2016,April,1
"United Kingdom of Great Britain and Northern Ireland",Lithuania,2016,May,3
"United Kingdom of Great Britain and Northern Ireland",Lithuania,2016,June,1
"United Kingdom of Great Britain and Northern Ireland",Latvia,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Latvia,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Latvia,2016,April,1
"United Kingdom of Great Britain and Northern Ireland",Latvia,2016,May,1
"United Kingdom of Great Britain and Northern Ireland",Latvia,2016,July,1
"United Kingdom of Great Britain and Northern Ireland",Mauritania,2016,January,1
"United Kingdom of Great Britain and Northern Ireland","The former Yugoslav Rep. of Macedonia",2016,May,1
"United Kingdom of Great Britain and Northern Ireland","Rep. of Moldova",2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Maldives,2016,January,4
"United Kingdom of Great Britain and Northern Ireland",Maldives,2016,April,1
"United Kingdom of Great Britain and Northern Ireland",Mexico,2016,January,4
"United Kingdom of Great Britain and Northern Ireland",Mexico,2016,February,6
"United Kingdom of Great Britain and Northern Ireland",Mexico,2016,March,2
"United Kingdom of Great Britain and Northern Ireland",Mexico,2016,May,4
"United Kingdom of Great Britain and Northern Ireland",Mexico,2016,July,3
"United Kingdom of Great Britain and Northern Ireland",Mali,2016,January,2
"United Kingdom of Great Britain and Northern Ireland",Mali,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Mali,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Mali,2016,June,1
"United Kingdom of Great Britain and Northern Ireland",Malaysia,2016,January,14
"United Kingdom of Great Britain and Northern Ireland",Malaysia,2016,February,3
"United Kingdom of Great Britain and Northern Ireland",Malaysia,2016,March,4
"United Kingdom of Great Britain and Northern Ireland",Malaysia,2016,April,15
"United Kingdom of Great Britain and Northern Ireland",Malaysia,2016,May,8
"United Kingdom of Great Britain and Northern Ireland",Malaysia,2016,June,14
"United Kingdom of Great Britain and Northern Ireland",Malaysia,2016,July,7
"United Kingdom of Great Britain and Northern Ireland",Malawi,2016,January,8
"United Kingdom of Great Britain and Northern Ireland",Malawi,2016,February,14
"United Kingdom of Great Britain and Northern Ireland",Malawi,2016,March,4
"United Kingdom of Great Britain and Northern Ireland",Malawi,2016,April,13
"United Kingdom of Great Britain and Northern Ireland",Malawi,2016,May,18
"United Kingdom of Great Britain and Northern Ireland",Malawi,2016,June,14
"United Kingdom of Great Britain and Northern Ireland",Malawi,2016,July,8
"United Kingdom of Great Britain and Northern Ireland",Mongolia,2016,February,5
"United Kingdom of Great Britain and Northern Ireland",Mongolia,2016,April,3
"United Kingdom of Great Britain and Northern Ireland",Mongolia,2016,May,2
"United Kingdom of Great Britain and Northern Ireland",Mongolia,2016,July,1
"United Kingdom of Great Britain and Northern Ireland",Morocco,2016,January,6
"United Kingdom of Great Britain and Northern Ireland",Morocco,2016,February,6
"United Kingdom of Great Britain and Northern Ireland",Morocco,2016,March,8
"United Kingdom of Great Britain and Northern Ireland",Morocco,2016,April,7
"United Kingdom of Great Britain and Northern Ireland",Morocco,2016,May,10
"United Kingdom of Great Britain and Northern Ireland",Morocco,2016,June,5
"United Kingdom of Great Britain and Northern Ireland",Morocco,2016,July,11
"United Kingdom of Great Britain and Northern Ireland",Mozambique,2016,May,1
"United Kingdom of Great Britain and Northern Ireland",Mauritius,2016,January,6
"United Kingdom of Great Britain and Northern Ireland",Mauritius,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Mauritius,2016,March,5
"United Kingdom of Great Britain and Northern Ireland",Mauritius,2016,April,8
"United Kingdom of Great Britain and Northern Ireland",Mauritius,2016,May,3
"United Kingdom of Great Britain and Northern Ireland",Mauritius,2016,June,5
"United Kingdom of Great Britain and Northern Ireland",Mauritius,2016,July,7
"United Kingdom of Great Britain and Northern Ireland",Myanmar,2016,January,11
"United Kingdom of Great Britain and Northern Ireland",Myanmar,2016,February,6
"United Kingdom of Great Britain and Northern Ireland",Myanmar,2016,March,7
"United Kingdom of Great Britain and Northern Ireland",Myanmar,2016,April,17
"United Kingdom of Great Britain and Northern Ireland",Myanmar,2016,May,2
"United Kingdom of Great Britain and Northern Ireland",Myanmar,2016,June,14
"United Kingdom of Great Britain and Northern Ireland",Myanmar,2016,July,5
"United Kingdom of Great Britain and Northern Ireland",Namibia,2016,January,7
"United Kingdom of Great Britain and Northern Ireland",Namibia,2016,February,9
"United Kingdom of Great Britain and Northern Ireland",Namibia,2016,May,5
"United Kingdom of Great Britain and Northern Ireland",Namibia,2016,July,1
"United Kingdom of Great Britain and Northern Ireland",Nepal,2016,January,26
"United Kingdom of Great Britain and Northern Ireland",Nepal,2016,February,14
"United Kingdom of Great Britain and Northern Ireland",Nepal,2016,March,18
"United Kingdom of Great Britain and Northern Ireland",Nepal,2016,April,17
"United Kingdom of Great Britain and Northern Ireland",Nepal,2016,May,12
"United Kingdom of Great Britain and Northern Ireland",Nepal,2016,June,13
"United Kingdom of Great Britain and Northern Ireland",Nepal,2016,July,23
"United Kingdom of Great Britain and Northern Ireland",Netherlands,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Niger,2016,April,1
"United Kingdom of Great Britain and Northern Ireland",Nigeria,2016,January,182
"United Kingdom of Great Britain and Northern Ireland",Nigeria,2016,February,153
"United Kingdom of Great Britain and Northern Ireland",Nigeria,2016,March,144
"United Kingdom of Great Britain and Northern Ireland",Nigeria,2016,April,160
"United Kingdom of Great Britain and Northern Ireland",Nigeria,2016,May,166
"United Kingdom of Great Britain and Northern Ireland",Nigeria,2016,June,171
"United Kingdom of Great Britain and Northern Ireland",Nigeria,2016,July,124
"United Kingdom of Great Britain and Northern Ireland","New Zealand",2016,April,1
"United Kingdom of Great Britain and Northern Ireland","New Zealand",2016,July,2
"United Kingdom of Great Britain and Northern Ireland",Oman,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Oman,2016,May,1
"United Kingdom of Great Britain and Northern Ireland",Pakistan,2016,January,389
"United Kingdom of Great Britain and Northern Ireland",Pakistan,2016,February,324
"United Kingdom of Great Britain and Northern Ireland",Pakistan,2016,March,288
"United Kingdom of Great Britain and Northern Ireland",Pakistan,2016,April,406
"United Kingdom of Great Britain and Northern Ireland",Pakistan,2016,May,336
"United Kingdom of Great Britain and Northern Ireland",Pakistan,2016,June,328
"United Kingdom of Great Britain and Northern Ireland",Pakistan,2016,July,264
"United Kingdom of Great Britain and Northern Ireland",Panama,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Peru,2016,July,1
"United Kingdom of Great Britain and Northern Ireland",Philippines,2016,January,8
"United Kingdom of Great Britain and Northern Ireland",Philippines,2016,February,6
"United Kingdom of Great Britain and Northern Ireland",Philippines,2016,March,7
"United Kingdom of Great Britain and Northern Ireland",Philippines,2016,April,8
"United Kingdom of Great Britain and Northern Ireland",Philippines,2016,May,7
"United Kingdom of Great Britain and Northern Ireland",Philippines,2016,June,12
"United Kingdom of Great Britain and Northern Ireland",Philippines,2016,July,3
"United Kingdom of Great Britain and Northern Ireland","Papua New Guinea",2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Poland,2016,January,4
"United Kingdom of Great Britain and Northern Ireland",Poland,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Poland,2016,April,3
"United Kingdom of Great Britain and Northern Ireland",Poland,2016,May,2
"United Kingdom of Great Britain and Northern Ireland",Poland,2016,June,1
"United Kingdom of Great Britain and Northern Ireland",Poland,2016,July,2
"United Kingdom of Great Britain and Northern Ireland",Qatar,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Qatar,2016,July,1
"United Kingdom of Great Britain and Northern Ireland",Romania,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Romania,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Romania,2016,May,1
"United Kingdom of Great Britain and Northern Ireland",Romania,2016,June,3
"United Kingdom of Great Britain and Northern Ireland",Romania,2016,July,2
"United Kingdom of Great Britain and Northern Ireland","South Africa",2016,January,6
"United Kingdom of Great Britain and Northern Ireland","South Africa",2016,February,6
"United Kingdom of Great Britain and Northern Ireland","South Africa",2016,March,3
"United Kingdom of Great Britain and Northern Ireland","South Africa",2016,April,13
"United Kingdom of Great Britain and Northern Ireland","South Africa",2016,May,13
"United Kingdom of Great Britain and Northern Ireland","South Africa",2016,June,11
"United Kingdom of Great Britain and Northern Ireland","South Africa",2016,July,4
"United Kingdom of Great Britain and Northern Ireland","Russian Federation",2016,January,4
"United Kingdom of Great Britain and Northern Ireland","Russian Federation",2016,February,11
"United Kingdom of Great Britain and Northern Ireland","Russian Federation",2016,March,9
"United Kingdom of Great Britain and Northern Ireland","Russian Federation",2016,April,3
"United Kingdom of Great Britain and Northern Ireland","Russian Federation",2016,May,2
"United Kingdom of Great Britain and Northern Ireland","Russian Federation",2016,June,6
"United Kingdom of Great Britain and Northern Ireland","Russian Federation",2016,July,6
"United Kingdom of Great Britain and Northern Ireland",Rwanda,2016,January,2
"United Kingdom of Great Britain and Northern Ireland",Rwanda,2016,February,3
"United Kingdom of Great Britain and Northern Ireland",Rwanda,2016,March,3
"United Kingdom of Great Britain and Northern Ireland",Rwanda,2016,April,1
"United Kingdom of Great Britain and Northern Ireland",Rwanda,2016,May,3
"United Kingdom of Great Britain and Northern Ireland",Rwanda,2016,June,2
"United Kingdom of Great Britain and Northern Ireland","El Salvador",2016,January,1
"United Kingdom of Great Britain and Northern Ireland","El Salvador",2016,February,13
"United Kingdom of Great Britain and Northern Ireland","El Salvador",2016,March,11
"United Kingdom of Great Britain and Northern Ireland","El Salvador",2016,April,5
"United Kingdom of Great Britain and Northern Ireland","El Salvador",2016,May,5
"United Kingdom of Great Britain and Northern Ireland","El Salvador",2016,June,10
"United Kingdom of Great Britain and Northern Ireland","El Salvador",2016,July,8
"United Kingdom of Great Britain and Northern Ireland","Saudi Arabia",2016,January,19
"United Kingdom of Great Britain and Northern Ireland","Saudi Arabia",2016,February,8
"United Kingdom of Great Britain and Northern Ireland","Saudi Arabia",2016,March,7
"United Kingdom of Great Britain and Northern Ireland","Saudi Arabia",2016,April,9
"United Kingdom of Great Britain and Northern Ireland","Saudi Arabia",2016,May,12
"United Kingdom of Great Britain and Northern Ireland","Saudi Arabia",2016,June,1
"United Kingdom of Great Britain and Northern Ireland","Saudi Arabia",2016,July,2
"United Kingdom of Great Britain and Northern Ireland",Senegal,2016,January,7
"United Kingdom of Great Britain and Northern Ireland",Senegal,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Senegal,2016,March,4
"United Kingdom of Great Britain and Northern Ireland",Senegal,2016,April,4
"United Kingdom of Great Britain and Northern Ireland",Senegal,2016,May,4
"United Kingdom of Great Britain and Northern Ireland",Senegal,2016,June,2
"United Kingdom of Great Britain and Northern Ireland",Senegal,2016,July,7
"United Kingdom of Great Britain and Northern Ireland",Seychelles,2016,April,2
"United Kingdom of Great Britain and Northern Ireland",Seychelles,2016,May,1
"United Kingdom of Great Britain and Northern Ireland",Singapore,2016,July,10
"United Kingdom of Great Britain and Northern Ireland","Sierra Leone",2016,January,2
"United Kingdom of Great Britain and Northern Ireland","Sierra Leone",2016,February,6
"United Kingdom of Great Britain and Northern Ireland","Sierra Leone",2016,March,2
"United Kingdom of Great Britain and Northern Ireland","Sierra Leone",2016,April,4
"United Kingdom of Great Britain and Northern Ireland","Sierra Leone",2016,May,5
"United Kingdom of Great Britain and Northern Ireland","Sierra Leone",2016,June,13
"United Kingdom of Great Britain and Northern Ireland","Sierra Leone",2016,July,2
"United Kingdom of Great Britain and Northern Ireland",Somalia,2016,January,23
"United Kingdom of Great Britain and Northern Ireland",Somalia,2016,February,23
"United Kingdom of Great Britain and Northern Ireland",Somalia,2016,March,27
"United Kingdom of Great Britain and Northern Ireland",Somalia,2016,April,44
"United Kingdom of Great Britain and Northern Ireland",Somalia,2016,May,47
"United Kingdom of Great Britain and Northern Ireland",Somalia,2016,June,32
"United Kingdom of Great Britain and Northern Ireland",Somalia,2016,July,28
"United Kingdom of Great Britain and Northern Ireland","Viet Nam",2016,January,58
"United Kingdom of Great Britain and Northern Ireland","Viet Nam",2016,February,61
"United Kingdom of Great Britain and Northern Ireland","Viet Nam",2016,March,47
"United Kingdom of Great Britain and Northern Ireland","Viet Nam",2016,April,58
"United Kingdom of Great Britain and Northern Ireland","Viet Nam",2016,May,52
"United Kingdom of Great Britain and Northern Ireland","Viet Nam",2016,June,74
"United Kingdom of Great Britain and Northern Ireland","Viet Nam",2016,July,58
"United Kingdom of Great Britain and Northern Ireland",Stateless,2016,January,56
"United Kingdom of Great Britain and Northern Ireland",Stateless,2016,February,68
"United Kingdom of Great Britain and Northern Ireland",Stateless,2016,March,68
"United Kingdom of Great Britain and Northern Ireland",Stateless,2016,April,58
"United Kingdom of Great Britain and Northern Ireland",Stateless,2016,May,56
"United Kingdom of Great Britain and Northern Ireland",Stateless,2016,June,44
"United Kingdom of Great Britain and Northern Ireland",Stateless,2016,July,50
"United Kingdom of Great Britain and Northern Ireland","Saint Kitts and Nevis",2016,April,1
"United Kingdom of Great Britain and Northern Ireland","Saint Kitts and Nevis",2016,May,1
"United Kingdom of Great Britain and Northern Ireland",Sudan,2016,January,77
"United Kingdom of Great Britain and Northern Ireland",Sudan,2016,February,94
"United Kingdom of Great Britain and Northern Ireland",Sudan,2016,March,53
"United Kingdom of Great Britain and Northern Ireland",Sudan,2016,April,83
"United Kingdom of Great Britain and Northern Ireland",Sudan,2016,May,105
"United Kingdom of Great Britain and Northern Ireland",Sudan,2016,June,114
"United Kingdom of Great Britain and Northern Ireland",Sudan,2016,July,105
"United Kingdom of Great Britain and Northern Ireland",Slovakia,2016,May,1
"United Kingdom of Great Britain and Northern Ireland",Swaziland,2016,March,3
"United Kingdom of Great Britain and Northern Ireland",Swaziland,2016,April,1
"United Kingdom of Great Britain and Northern Ireland",Swaziland,2016,May,1
"United Kingdom of Great Britain and Northern Ireland",Sweden,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Sweden,2016,May,1
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,January,177
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,February,141
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,March,175
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,April,182
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,May,161
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,June,134
"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",2016,July,108
"United Kingdom of Great Britain and Northern Ireland","United Rep. of Tanzania",2016,January,6
"United Kingdom of Great Britain and Northern Ireland","United Rep. of Tanzania",2016,February,6
"United Kingdom of Great Britain and Northern Ireland","United Rep. of Tanzania",2016,March,2
"United Kingdom of Great Britain and Northern Ireland","United Rep. of Tanzania",2016,April,2
"United Kingdom of Great Britain and Northern Ireland","United Rep. of Tanzania",2016,May,1
"United Kingdom of Great Britain and Northern Ireland","United Rep. of Tanzania",2016,June,3
"United Kingdom of Great Britain and Northern Ireland","United Rep. of Tanzania",2016,July,1
"United Kingdom of Great Britain and Northern Ireland",Thailand,2016,January,1
"United Kingdom of Great Britain and Northern Ireland",Thailand,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Thailand,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Thailand,2016,April,7
"United Kingdom of Great Britain and Northern Ireland",Thailand,2016,May,5
"United Kingdom of Great Britain and Northern Ireland",Thailand,2016,July,4
"United Kingdom of Great Britain and Northern Ireland",Tajikistan,2016,February,1
"United Kingdom of Great Britain and Northern Ireland",Tajikistan,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Turkmenistan,2016,January,3
"United Kingdom of Great Britain and Northern Ireland",Turkmenistan,2016,May,1
"United Kingdom of Great Britain and Northern Ireland",Turkmenistan,2016,July,1
"United Kingdom of Great Britain and Northern Ireland",Togo,2016,March,1
"United Kingdom of Great Britain and Northern Ireland",Togo,2016,June,1
"United Kingdom of Great Britain and Northern Ireland","Trinidad and Tobago",2016,January,5
"United Kingdom of Great Britain and Northern Ireland","Trinidad and Tobago",2016,February,4
"United Kingdom of Great Britain and Northern Ireland","Trinidad and Tobago",2016,March,2
"United Kingdom of Great Britain and Northern Ireland","Trinidad and Tobago",2016,May,2
"United Kingdom of Great Britain and Northern Ireland","Trinidad and Tobago",2016,June,5
"United Kingdom of Great Britain and Northern Ireland","Trinidad and Tobago",2016,July,4
"United Kingdom of Great Britain and Northern Ireland",Tunisia,2016,January,5
"United Kingdom of Great Britain and Northern Ireland",Tunisia,2016,February,3
"United Kingdom of Great Britain and Northern Ireland",Tunisia,2016,March,4
"United Kingdom of Great Britain and Northern Ireland",Tunisia,2016,April,4
"United Kingdom of Great Britain and Northern Ireland",Tunisia,2016,May,3
"United Kingdom of Great Britain and Northern Ireland",Tunisia,2016,June,2
"United Kingdom of Great Britain and Northern Ireland",Tunisia,2016,July,6
"United Kingdom of Great Britain and Northern Ireland",Turkey,2016,January,29
"United Kingdom of Great Britain and Northern Ireland",Turkey,2016,February,21
"United Kingdom of Great Britain and Northern Ireland",Turkey,2016,March,23
"United Kingdom of Great Britain and Northern Ireland",Turkey,2016,April,25
"United Kingdom of Great Britain and Northern Ireland",Turkey,2016,May,28
"United Kingdom of Great Britain and Northern Ireland",Turkey,2016,June,27
"United Kingdom of Great Britain and Northern Ireland",Turkey,2016,July,16
"United Kingdom of Great Britain and Northern Ireland","United Arab Emirates",2016,April,1
"United Kingdom of Great Britain and Northern Ireland","United Arab Emirates",2016,July,1
"United Kingdom of Great Britain and Northern Ireland",Uganda,2016,January,34
