"TIME","GEO","UNIT","NA_ITEM","Value"
"2008","Denmark","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","175,250.8"
"2008","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2,561,740.0"
"2008","Germany (until 1990 former territory of the FRG)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","2,465,463.6"
"2008","Estonia","Current prices, million euro","Gross domestic product at market prices","16,517.3"
"2008","Estonia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","23,509.8"
"2008","Ireland","Current prices, million euro","Gross domestic product at market prices","187,547.2"
"2008","Ireland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","153,964.5"
"2008","Greece","Current prices, million euro","Gross domestic product at market prices","241,990.4"
"2008","Greece","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","269,654.8"
"2008","Spain","Current prices, million euro","Gross domestic product at market prices","1,116,207.0"
"2008","Spain","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,210,789.0"
"2008","France","Current prices, million euro","Gross domestic product at market prices","1,995,850.0"
"2008","France","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,767,161.6"
"2008","Croatia","Current prices, million euro","Gross domestic product at market prices","48,129.8"
"2008","Croatia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","70,889.3"
"2008","Italy","Current prices, million euro","Gross domestic product at market prices","1,632,150.8"
"2008","Italy","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,616,198.9"
"2008","Cyprus","Current prices, million euro","Gross domestic product at market prices","18,822.0"
"2008","Cyprus","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","21,460.3"
"2008","Latvia","Current prices, million euro","Gross domestic product at market prices","24,317.9"
"2008","Latvia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","33,803.2"
"2008","Lithuania","Current prices, million euro","Gross domestic product at market prices","32,696.3"
"2008","Lithuania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","51,956.7"
"2008","Luxembourg","Current prices, million euro","Gross domestic product at market prices","37,647.4"
"2008","Luxembourg","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","32,451.3"
"2008","Hungary","Current prices, million euro","Gross domestic product at market prices","107,503.1"
"2008","Hungary","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","163,184.0"
"2008","Malta","Current prices, million euro","Gross domestic product at market prices","6,128.7"
"2008","Malta","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","8,545.2"
"2008","Netherlands","Current prices, million euro","Gross domestic product at market prices","639,163.0"
"2008","Netherlands","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","592,739.6"
"2008","Austria","Current prices, million euro","Gross domestic product at market prices","291,930.4"
"2008","Austria","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","267,499.6"
"2008","Poland","Current prices, million euro","Gross domestic product at market prices","363,691.8"
"2008","Poland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","537,448.7"
"2008","Portugal","Current prices, million euro","Gross domestic product at market prices","178,872.6"
"2008","Portugal","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","215,225.7"
"2008","Romania","Current prices, million euro","Gross domestic product at market prices","142,396.3"
"2008","Romania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","256,525.1"
"2008","Slovenia","Current prices, million euro","Gross domestic product at market prices","37,951.2"
"2008","Slovenia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","46,734.0"
"2008","Slovakia","Current prices, million euro","Gross domestic product at market prices","65,839.8"
"2008","Slovakia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","100,196.3"
"2008","Finland","Current prices, million euro","Gross domestic product at market prices","193,711.0"
"2008","Finland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","164,899.7"
"2008","Sweden","Current prices, million euro","Gross domestic product at market prices","352,317.1"
"2008","Sweden","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","301,621.3"
"2008","United Kingdom","Current prices, million euro","Gross domestic product at market prices","1,908,370.2"
"2008","United Kingdom","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,823,838.9"
"2008","Iceland","Current prices, million euro","Gross domestic product at market prices","10,719.5"
"2008","Iceland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","10,256.7"
"2008","Norway","Current prices, million euro","Gross domestic product at market prices","316,813.6"
"2008","Norway","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","232,538.1"
"2008","Switzerland","Current prices, million euro","Gross domestic product at market prices","376,326.4"
"2008","Switzerland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","301,320.8"
"2008","Montenegro","Current prices, million euro","Gross domestic product at market prices",":"
"2008","Montenegro","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2008","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross domestic product at market prices","6,772.1"
"2008","Former Yugoslav Republic of Macedonia, the","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","17,325.1"
"2008","Albania","Current prices, million euro","Gross domestic product at market prices",":"
"2008","Albania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","20,189.1"
"2008","Serbia","Current prices, million euro","Gross domestic product at market prices","33,704.5"
"2008","Serbia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","68,284.3"
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","3,882.8"
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2009","European Union (28 countries)","Current prices, million euro","Gross domestic product at market prices","12,254,796.7"
"2009","European Union (28 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","12,254,796.7"
"2009","European Union (15 countries)","Current prices, million euro","Gross domestic product at market prices","11,310,916.7"
"2009","European Union (15 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","10,689,130.0"
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","9,228,035.4"
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","8,708,815.8"
"2009","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","9,287,847.3"
"2009","Euro area (19 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","8,800,060.0"
"2009","Euro area (18 countries)","Current prices, million euro","Gross domestic product at market prices","9,260,912.5"
"2009","Euro area (18 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","8,756,618.8"
"2009","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","9,103,429.7"
"2009","Euro area (12 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","8,543,489.4"
"2009","Belgium","Current prices, million euro","Gross domestic product at market prices","348,781.0"
"2009","Belgium","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","305,645.3"
"2009","Bulgaria","Current prices, million euro","Gross domestic product at market prices","37,245.0"
"2009","Bulgaria","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","83,286.3"
"2009","Czech Republic","Current prices, million euro","Gross domestic product at market prices","148,357.4"
"2009","Czech Republic","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","212,215.5"
"2009","Denmark","Current prices, million euro","Gross domestic product at market prices","230,213.3"
"2009","Denmark","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","164,595.6"
"2009","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2,460,280.0"
"2009","Germany (until 1990 former territory of the FRG)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","2,286,803.1"
"2009","Estonia","Current prices, million euro","Gross domestic product at market prices","14,145.9"
"2009","Estonia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","20,287.0"
"2009","Ireland","Current prices, million euro","Gross domestic product at market prices","169,431.7"
"2009","Ireland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","142,852.5"
"2009","Greece","Current prices, million euro","Gross domestic product at market prices","237,534.2"
"2009","Greece","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","256,133.9"
"2009","Spain","Current prices, million euro","Gross domestic product at market prices","1,079,034.0"
"2009","Spain","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,143,954.6"
"2009","France","Current prices, million euro","Gross domestic product at market prices","1,939,017.0"
"2009","France","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,693,967.6"
"2009","Croatia","Current prices, million euro","Gross domestic product at market prices","45,090.7"
"2009","Croatia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","64,620.2"
"2009","Italy","Current prices, million euro","Gross domestic product at market prices","1,572,878.3"
"2009","Italy","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,517,943.9"
"2009","Cyprus","Current prices, million euro","Gross domestic product at market prices","18,482.3"
"2009","Cyprus","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","20,788.8"
"2009","Latvia","Current prices, million euro","Gross domestic product at market prices","18,731.2"
"2009","Latvia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","27,444.1"
"2009","Lithuania","Current prices, million euro","Gross domestic product at market prices","26,934.8"
"2009","Lithuania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","43,493.2"
"2009","Luxembourg","Current prices, million euro","Gross domestic product at market prices","36,268.2"
"2009","Luxembourg","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","30,074.4"
"2009","Hungary","Current prices, million euro","Gross domestic product at market prices","93,670.7"
"2009","Hungary","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","157,295.2"
"2009","Malta","Current prices, million euro","Gross domestic product at market prices","6,138.6"
"2009","Malta","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","8,439.0"
"2009","Netherlands","Current prices, million euro","Gross domestic product at market prices","617,540.0"
"2009","Netherlands","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","552,005.9"
"2009","Austria","Current prices, million euro","Gross domestic product at market prices","286,188.4"
"2009","Austria","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","254,972.1"
"2009","Poland","Current prices, million euro","Gross domestic product at market prices","314,689.4"
"2009","Poland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","549,352.4"
"2009","Portugal","Current prices, million euro","Gross domestic product at market prices","175,448.2"
"2009","Portugal","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","208,381.4"
"2009","Romania","Current prices, million euro","Gross domestic product at market prices","120,409.2"
"2009","Romania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","242,337.5"
"2009","Slovenia","Current prices, million euro","Gross domestic product at market prices","36,166.2"
"2009","Slovenia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","42,208.5"
"2009","Slovakia","Current prices, million euro","Gross domestic product at market prices","63,818.5"
