"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2016-06-14 13:54:55 +02:00"

"Country / territory of asylum/residence",Origin,Year,Month,Value
Italy,Bangladesh,2016,January,357
Italy,Bangladesh,2016,February,359
Italy,Bangladesh,2016,March,356
Italy,Bangladesh,2016,April,267
Italy,"Burkina Faso",2016,January,37
Italy,"Burkina Faso",2016,February,49
Italy,"Burkina Faso",2016,March,33
Italy,"Burkina Faso",2016,April,47
Italy,Belarus,2016,January,1
Italy,Belarus,2016,March,2
Italy,"Bolivia (Plurinational State of)",2016,March,1
Italy,Brazil,2016,January,4
Italy,Brazil,2016,February,8
Italy,Brazil,2016,March,15
Italy,Brazil,2016,April,8
Italy,"Bosnia and Herzegovina",2016,January,13
Italy,"Bosnia and Herzegovina",2016,February,9
Italy,"Bosnia and Herzegovina",2016,March,7
Italy,"Bosnia and Herzegovina",2016,April,3
Italy,"Central African Rep.",2016,January,4
Italy,"Central African Rep.",2016,February,2
Italy,"Central African Rep.",2016,March,9
Italy,"Central African Rep.",2016,April,8
Italy,Chad,2016,February,4
Italy,Chad,2016,March,2
Italy,Chad,2016,April,11
Italy,China,2016,January,53
Italy,China,2016,February,73
Italy,China,2016,March,124
Italy,China,2016,April,99
Italy,Chile,2016,January,2
Italy,Cameroon,2016,January,86
Italy,Cameroon,2016,February,92
Italy,Cameroon,2016,March,110
Italy,Cameroon,2016,April,118
Italy,Congo,2016,January,7
Italy,Congo,2016,February,5
Italy,Congo,2016,March,22
Italy,Congo,2016,April,2
Italy,"Dem. Rep. of the Congo",2016,January,7
Italy,"Dem. Rep. of the Congo",2016,February,5
Italy,"Dem. Rep. of the Congo",2016,March,2
Italy,"Dem. Rep. of the Congo",2016,April,16
Italy,Comoros,2016,March,2
Italy,Comoros,2016,April,1
Italy,Colombia,2016,January,6
Italy,Colombia,2016,February,6
Italy,Colombia,2016,March,4
Italy,Colombia,2016,April,6
Italy,"Costa Rica",2016,January,1
Italy,Cuba,2016,January,6
Italy,Cuba,2016,February,2
Italy,Cuba,2016,March,6
Italy,Cuba,2016,April,6
Italy,"Cabo Verde",2016,January,1
Italy,Djibouti,2016,April,1
Italy,"Dominican Rep.",2016,January,2
Italy,"Dominican Rep.",2016,February,3
Italy,"Dominican Rep.",2016,March,4
Italy,"Dominican Rep.",2016,April,1
Italy,Ecuador,2016,February,8
Italy,Ecuador,2016,April,7
Italy,Eritrea,2016,January,110
Italy,Eritrea,2016,February,306
Italy,Eritrea,2016,March,88
Italy,Eritrea,2016,April,251
Italy,Ethiopia,2016,January,8
Italy,Ethiopia,2016,February,10
Italy,Ethiopia,2016,March,17
Italy,Ethiopia,2016,April,37
Italy,Gabon,2016,January,1
Italy,Gabon,2016,February,2
Italy,Gabon,2016,April,2
Italy,Gambia,2016,January,621
Italy,Gambia,2016,February,661
Italy,Gambia,2016,March,658
Italy,Gambia,2016,April,734
Italy,Palestinian,2016,January,4
Italy,Palestinian,2016,February,9
Italy,Palestinian,2016,March,8
Italy,Palestinian,2016,April,31
Italy,Georgia,2016,January,5
Italy,Georgia,2016,February,16
Italy,Georgia,2016,March,14
Italy,Georgia,2016,April,14
Italy,Ghana,2016,January,182
Italy,Ghana,2016,February,182
Italy,Ghana,2016,March,150
Italy,Ghana,2016,April,210
Italy,Guinea-Bissau,2016,January,50
Italy,Guinea-Bissau,2016,February,56
Italy,Guinea-Bissau,2016,March,46
Italy,Guinea-Bissau,2016,April,58
Italy,Grenada,2016,February,1
Italy,Guatemala,2016,April,1
Italy,Guinea,2016,January,242
Italy,Guinea,2016,February,302
Italy,Guinea,2016,March,284
Italy,Guinea,2016,April,344
Italy,Haiti,2016,February,1
Italy,Honduras,2016,January,4
Italy,Honduras,2016,February,1
Italy,Honduras,2016,March,3
Italy,Honduras,2016,April,1
Italy,"Côte d'Ivoire",2016,January,327
Italy,"Côte d'Ivoire",2016,February,358
Italy,"Côte d'Ivoire",2016,March,370
Italy,"Côte d'Ivoire",2016,April,489
Italy,India,2016,January,41
Italy,India,2016,February,48
Italy,India,2016,March,50
Italy,India,2016,April,56
Italy,"Iran (Islamic Rep. of)",2016,January,54
Italy,"Iran (Islamic Rep. of)",2016,February,44
Italy,"Iran (Islamic Rep. of)",2016,March,46
Italy,"Iran (Islamic Rep. of)",2016,April,35
Italy,Iraq,2016,January,55
Italy,Iraq,2016,February,84
Italy,Iraq,2016,March,121
Italy,Iraq,2016,April,98
Italy,Israel,2016,February,7
Italy,Israel,2016,April,2
Italy,Jamaica,2016,February,1
Italy,Jordan,2016,April,1
Italy,Kazakhstan,2016,January,1
Italy,Kazakhstan,2016,March,1
Italy,Kenya,2016,January,2
Italy,Kenya,2016,March,2
Italy,Kenya,2016,April,6
Italy,Kyrgyzstan,2016,February,1
Italy,Kyrgyzstan,2016,April,1
Italy,Liberia,2016,January,13
Italy,Liberia,2016,February,19
Italy,Liberia,2016,March,19
Italy,Liberia,2016,April,22
Italy,Libya,2016,January,23
Italy,Libya,2016,February,14
Italy,Libya,2016,March,22
Italy,Libya,2016,April,22
Italy,Pakistan,2016,January,1496
Italy,Pakistan,2016,February,1334
Italy,Pakistan,2016,March,1296
Italy,Pakistan,2016,April,1106
Italy,Peru,2016,January,2
Italy,Peru,2016,February,3
Italy,Peru,2016,April,3
Italy,Lebanon,2016,January,3
Italy,Lebanon,2016,February,19
Italy,Lebanon,2016,March,6
Italy,Lebanon,2016,April,6
Japan,Cameroon,2016,January,11
Japan,Cameroon,2016,February,9
Italy,Togo,2016,January,14
Italy,Togo,2016,February,21
Italy,Togo,2016,March,35
Italy,Togo,2016,April,52
Italy,Tunisia,2016,January,30
Italy,Tunisia,2016,February,17
Italy,Tunisia,2016,March,22
Italy,Tunisia,2016,April,19
Italy,Turkey,2016,January,25
Italy,Turkey,2016,February,41
Italy,Turkey,2016,March,28
Italy,Turkey,2016,April,25
Italy,Uganda,2016,January,3
Italy,Uganda,2016,February,4
Italy,Uganda,2016,March,1
Italy,Uganda,2016,April,3
Italy,Ukraine,2016,January,249
Italy,Ukraine,2016,February,266
Italy,Ukraine,2016,March,278
Italy,Ukraine,2016,April,231
Italy,Uruguay,2016,April,1
Italy,Uzbekistan,2016,April,1
Italy,Philippines,2016,January,5
Italy,Philippines,2016,February,4
Italy,Philippines,2016,March,16
Italy,Philippines,2016,April,6
Italy,"South Africa",2016,April,1
Italy,"Russian Federation",2016,January,7
Italy,"Russian Federation",2016,February,5
Italy,"Russian Federation",2016,March,9
Italy,"Russian Federation",2016,April,2
Italy,"Sri Lanka",2016,January,13
Italy,"Sri Lanka",2016,February,10
Italy,"Sri Lanka",2016,March,8
Italy,"Sri Lanka",2016,April,10
Italy,Madagascar,2016,January,1
Japan,"Dem. Rep. of the Congo",2016,January,10
Japan,"Dem. Rep. of the Congo",2016,February,2
Italy,Rwanda,2016,April,1
Italy,"El Salvador",2016,January,35
Italy,"El Salvador",2016,February,43
Italy,"El Salvador",2016,March,88
Italy,"El Salvador",2016,April,87
Italy,"Saudi Arabia",2016,April,1
Japan,Ethiopia,2016,January,2
Japan,Gambia,2016,February,3
Italy,Mauritania,2016,January,3
Italy,Mauritania,2016,February,3
Italy,Mauritania,2016,March,6
Italy,Mauritania,2016,April,6
Italy,"The former Yugoslav Rep. of Macedonia",2016,January,1
Italy,"The former Yugoslav Rep. of Macedonia",2016,February,2
Italy,"The former Yugoslav Rep. of Macedonia",2016,April,3
Italy,"Rep. of Moldova",2016,January,1
Italy,"Rep. of Moldova",2016,February,4
Italy,"Rep. of Moldova",2016,March,7
Italy,"Rep. of Moldova",2016,April,3
Italy,Senegal,2016,January,388
Italy,Senegal,2016,February,466
Italy,Senegal,2016,March,529
Italy,Senegal,2016,April,586
Japan,Ghana,2016,January,5
Japan,Ghana,2016,February,10
Japan,Guinea,2016,February,4
Italy,Mali,2016,January,306
Italy,Mali,2016,February,360
Italy,Mali,2016,March,384
Italy,Mali,2016,April,435
Italy,"Venezuela (Bolivarian Republic of)",2016,January,4
Italy,"Venezuela (Bolivarian Republic of)",2016,February,20
Italy,"Venezuela (Bolivarian Republic of)",2016,March,9
Italy,"Venezuela (Bolivarian Republic of)",2016,April,8
Italy,"South Sudan",2016,April,1
Italy,Yemen,2016,January,1
Italy,Yemen,2016,February,10
Italy,Yemen,2016,March,1
Italy,Yemen,2016,April,5
Italy,Zimbabwe,2016,February,1
Japan,India,2016,January,17
Japan,India,2016,February,23
Japan,"Sri Lanka",2016,January,52
Japan,"Sri Lanka",2016,February,48
Italy,"Sierra Leone",2016,January,26
Italy,"Sierra Leone",2016,February,31
Italy,"Sierra Leone",2016,March,23
Italy,"Sierra Leone",2016,April,32
Italy,Somalia,2016,January,84
Italy,Somalia,2016,February,78
Italy,Somalia,2016,March,143
Italy,Somalia,2016,April,184
Italy,"Viet Nam",2016,February,1
Italy,"Viet Nam",2016,April,1
Italy,Sudan,2016,January,13
Italy,Sudan,2016,February,26
Italy,Sudan,2016,March,20
Italy,Sudan,2016,April,29
Japan,Mongolia,2016,February,1
Japan,Myanmar,2016,January,73
Japan,Myanmar,2016,February,59
Italy,Montenegro,2016,February,4
Italy,Montenegro,2016,April,3
Japan,Afghanistan,2016,February,2
Japan,Egypt,2016,February,3
Japan,Indonesia,2016,January,166
Japan,Indonesia,2016,February,144
Japan,"Iran (Islamic Rep. of)",2016,January,11
Japan,"Iran (Islamic Rep. of)",2016,February,11
Japan,Iraq,2016,February,1
Japan,Kenya,2016,January,1
Japan,Kyrgyzstan,2016,February,1
Italy,Morocco,2016,January,112
Italy,Morocco,2016,February,105
Italy,Morocco,2016,March,113
Italy,Morocco,2016,April,138
Italy,Mozambique,2016,April,1
Italy,Mauritius,2016,January,1
Italy,Mauritius,2016,March,2
Italy,Namibia,2016,February,1
Italy,Nepal,2016,January,1
Italy,Nepal,2016,February,2
Italy,Nepal,2016,March,3
Italy,Nepal,2016,April,9
Japan,Bangladesh,2016,January,11
Japan,Bangladesh,2016,February,17
Japan,"Bolivia (Plurinational State of)",2016,January,1
Japan,Brazil,2016,January,3
Japan,Cambodia,2016,January,3
Japan,Cambodia,2016,February,9
Italy,"Syrian Arab Rep.",2016,January,19
Italy,"Syrian Arab Rep.",2016,February,26
Italy,"Syrian Arab Rep.",2016,March,87
Italy,"Syrian Arab Rep.",2016,April,200
Italy,"United Rep. of Tanzania",2016,January,1
Italy,"United Rep. of Tanzania",2016,February,1
Italy,"United Rep. of Tanzania",2016,March,2
Italy,"United Rep. of Tanzania",2016,April,1
Japan,"Rep. of Korea",2016,February,1
Japan,"Lao People's Dem. Rep.",2016,February,1
Japan,Lebanon,2016,January,1
Italy,Niger,2016,January,8
Italy,Niger,2016,February,5
Italy,Niger,2016,March,11
Italy,Niger,2016,April,25
Italy,Nicaragua,2016,February,3
Italy,Nicaragua,2016,March,1
Japan,China,2016,January,7
Japan,China,2016,February,9
Japan,Nepal,2016,January,188
Japan,Nepal,2016,February,122
Italy,Nigeria,2016,January,1284
Italy,Nigeria,2016,February,1193
Italy,Nigeria,2016,March,1059
Italy,Nigeria,2016,April,1316
Japan,Nigeria,2016,January,11
Japan,Nigeria,2016,February,9
Japan,Pakistan,2016,January,16
Japan,Pakistan,2016,February,24
Japan,Peru,2016,January,1
Japan,Philippines,2016,January,54
Japan,Philippines,2016,February,78
Japan,Romania,2016,January,1
Japan,"South Africa",2016,January,1
Japan,"Russian Federation",2016,February,1
Japan,Senegal,2016,January,1
Japan,Senegal,2016,February,2
Japan,"Viet Nam",2016,January,66
Japan,"Viet Nam",2016,February,38
Japan,Sudan,2016,January,1
Japan,"Syrian Arab Rep.",2016,January,1
Japan,"United Rep. of Tanzania",2016,January,1
"Rep. of Korea",Myanmar,2016,January,3
Liechtenstein,Eritrea,2016,February,1
Liechtenstein,Hungary,2016,February,1
Liechtenstein,"Iran (Islamic Rep. of)",2016,March,2
"Rep. of Korea",Cameroon,2016,January,8
"Rep. of Korea",Cameroon,2016,February,6
"Rep. of Korea","Dem. Rep. of the Congo",2016,January,1
"Rep. of Korea","Dem. Rep. of the Congo",2016,February,2
Liechtenstein,Nigeria,2016,March,1
Liechtenstein,Somalia,2016,March,1
Liechtenstein,Tibetan,2016,January,1
Liechtenstein,Tibetan,2016,February,1
Lithuania,Afghanistan,2016,March,3
Lithuania,Afghanistan,2016,April,1
"Rep. of Korea",Ethiopia,2016,January,5
"Rep. of Korea",Ethiopia,2016,February,3
"Rep. of Korea",France,2016,February,1
"Rep. of Korea",Gambia,2016,January,1
"Rep. of Korea",Nepal,2016,January,37
"Rep. of Korea",Nepal,2016,February,9
"Rep. of Korea",Nigeria,2016,January,10
"Rep. of Korea",Nigeria,2016,February,16
"Rep. of Korea",Ghana,2016,January,3
"Rep. of Korea",Ghana,2016,February,11
"Rep. of Korea",Guinea,2016,January,1
"Rep. of Korea",Guinea,2016,February,2
"Rep. of Korea","Côte d'Ivoire",2016,January,5
"Rep. of Korea","Côte d'Ivoire",2016,February,3
Lithuania,"Russian Federation",2016,January,2
Lithuania,"Russian Federation",2016,February,1
Lithuania,"Russian Federation",2016,March,9
Lithuania,"Russian Federation",2016,April,3
Lithuania,"Syrian Arab Rep.",2016,March,2
Lithuania,"Syrian Arab Rep.",2016,April,5
Lithuania,Tajikistan,2016,February,1
Lithuania,Turkey,2016,April,1
"Rep. of Korea",India,2016,January,21
"Rep. of Korea",India,2016,February,27
"Rep. of Korea","Iran (Islamic Rep. of)",2016,January,1
"Rep. of Korea",Pakistan,2016,January,131
"Rep. of Korea",Pakistan,2016,February,89
Lithuania,Azerbaijan,2016,March,5
Lithuania,Belarus,2016,March,1
"Rep. of Korea",Philippines,2016,January,16
"Rep. of Korea",Philippines,2016,February,9
"Rep. of Korea","South Africa",2016,January,5
"Rep. of Korea","South Africa",2016,February,3
"Rep. of Korea","Russian Federation",2016,January,4
"Rep. of Korea","Russian Federation",2016,February,6
"Rep. of Korea",Senegal,2016,January,3
Japan,Thailand,2016,January,1
Japan,Thailand,2016,February,2
Japan,Tonga,2016,February,1
Japan,Tunisia,2016,January,8
Japan,Tunisia,2016,February,10
Japan,Turkey,2016,January,94
Japan,Turkey,2016,February,120
Japan,Uganda,2016,January,1
Japan,Uganda,2016,February,3
Japan,Ukraine,2016,January,2
Japan,Yemen,2016,February,1
Lithuania,Georgia,2016,January,1
Lithuania,Georgia,2016,April,1
"Rep. of Korea",Senegal,2016,February,6
"Rep. of Korea","Viet Nam",2016,January,22
"Rep. of Korea","Viet Nam",2016,February,36
"Rep. of Korea",Stateless,2016,January,1
"Rep. of Korea",Stateless,2016,February,1
"Rep. of Korea",Sudan,2016,January,8
"Rep. of Korea",Sudan,2016,February,3
"Rep. of Korea","Syrian Arab Rep.",2016,January,40
"Rep. of Korea","Syrian Arab Rep.",2016,February,17
Lithuania,Ukraine,2016,January,6
Lithuania,Ukraine,2016,February,4
Lithuania,Ukraine,2016,March,1
"Rep. of Korea",Iraq,2016,January,5
"Rep. of Korea",Iraq,2016,February,1
"Rep. of Korea",Jordan,2016,January,2
"Rep. of Korea",Jordan,2016,February,2
"Rep. of Korea",Kazakhstan,2016,January,34
"Rep. of Korea",Kazakhstan,2016,February,23
"Rep. of Korea",Kenya,2016,January,1
"Rep. of Korea",Kenya,2016,February,2
"Rep. of Korea",Kyrgyzstan,2016,January,4
"Rep. of Korea",Kyrgyzstan,2016,February,4
"Rep. of Korea",Thailand,2016,January,10
"Rep. of Korea",Thailand,2016,February,6
"Rep. of Korea",Tajikistan,2016,January,1
"Rep. of Korea",Turkey,2016,February,1
"Rep. of Korea",Uganda,2016,January,3
"Rep. of Korea",Uganda,2016,February,4
"Rep. of Korea",Uzbekistan,2016,January,17
"Rep. of Korea",Uzbekistan,2016,February,18
"Rep. of Korea",Yemen,2016,February,3
Liechtenstein,Azerbaijan,2016,February,1
Liechtenstein,Azerbaijan,2016,March,1
"Rep. of Korea",Liberia,2016,January,13
"Rep. of Korea",Liberia,2016,February,13
"Rep. of Korea",Libya,2016,January,7
"Rep. of Korea",Lesotho,2016,January,1
Lithuania,Kazakhstan,2016,February,1
Lithuania,Kyrgyzstan,2016,February,1
Lithuania,Kyrgyzstan,2016,March,1
Lithuania,Pakistan,2016,March,1
Luxembourg,Afghanistan,2016,January,26
Luxembourg,Afghanistan,2016,February,9
Luxembourg,Afghanistan,2016,March,6
Luxembourg,Afghanistan,2016,April,4
"Rep. of Korea",Angola,2016,January,1
"Rep. of Korea",Egypt,2016,January,97
"Rep. of Korea",Egypt,2016,February,77
"Rep. of Korea",Bangladesh,2016,January,37
"Rep. of Korea",Bangladesh,2016,February,17
"Rep. of Korea","Burkina Faso",2016,February,3
"Rep. of Korea",Cambodia,2016,January,12
"Rep. of Korea",Cambodia,2016,February,12
"Rep. of Korea",China,2016,January,38
"Rep. of Korea",China,2016,February,32
"Rep. of Korea","Sri Lanka",2016,January,5
"Rep. of Korea","Sri Lanka",2016,February,5
"Rep. of Korea",Mali,2016,February,1
"Rep. of Korea",Mongolia,2016,January,2
"Rep. of Korea",Mongolia,2016,February,2
"Rep. of Korea",Morocco,2016,January,9
"Rep. of Korea",Morocco,2016,February,6
Luxembourg,Albania,2016,January,12
Luxembourg,Albania,2016,February,8
Luxembourg,Albania,2016,March,6
Luxembourg,Albania,2016,April,11
Luxembourg,Algeria,2016,February,8
Luxembourg,Algeria,2016,March,9
Luxembourg,Algeria,2016,April,8
Luxembourg,Angola,2016,February,1
Luxembourg,Egypt,2016,January,1
Luxembourg,Egypt,2016,February,2
Luxembourg,Egypt,2016,April,2
Luxembourg,Azerbaijan,2016,April,1
Luxembourg,Belarus,2016,January,1
Luxembourg,Belarus,2016,February,1
Luxembourg,Belarus,2016,March,1
Luxembourg,Belarus,2016,April,2
Luxembourg,"Iran (Islamic Rep. of)",2016,January,18
Luxembourg,"Iran (Islamic Rep. of)",2016,February,1
Luxembourg,"Iran (Islamic Rep. of)",2016,March,4
Luxembourg,"Iran (Islamic Rep. of)",2016,April,3
Luxembourg,Iraq,2016,January,72
Luxembourg,Iraq,2016,February,27
Luxembourg,Iraq,2016,March,7
Luxembourg,Iraq,2016,April,6
Luxembourg,Kenya,2016,February,1
Luxembourg,Liberia,2016,February,1
Luxembourg,Liberia,2016,March,1
Luxembourg,Liberia,2016,April,1
Luxembourg,Libya,2016,March,3
Luxembourg,Libya,2016,April,3
Luxembourg,Lebanon,2016,January,2
Luxembourg,Lebanon,2016,April,3
Luxembourg,"Bosnia and Herzegovina",2016,January,7
Luxembourg,"Bosnia and Herzegovina",2016,February,2
Luxembourg,"Bosnia and Herzegovina",2016,March,4
Luxembourg,"Bosnia and Herzegovina",2016,April,2
Luxembourg,"Central African Rep.",2016,March,1
Luxembourg,Cameroon,2016,January,3
Luxembourg,Cameroon,2016,March,1
Luxembourg,Cameroon,2016,April,1
Luxembourg,Congo,2016,March,1
Luxembourg,Congo,2016,April,1
Luxembourg,Eritrea,2016,January,4
Luxembourg,Eritrea,2016,February,6
Luxembourg,Eritrea,2016,March,2
Luxembourg,Eritrea,2016,April,3
Luxembourg,Ethiopia,2016,February,1
Luxembourg,Ethiopia,2016,April,1
Luxembourg,Gabon,2016,January,4
Luxembourg,Palestinian,2016,March,1
Luxembourg,Palestinian,2016,April,2
Luxembourg,Georgia,2016,February,4
Luxembourg,Georgia,2016,March,3
Luxembourg,Georgia,2016,April,1
Luxembourg,Guinea-Bissau,2016,January,2
Luxembourg,Montenegro,2016,January,1
Luxembourg,Montenegro,2016,February,1
Luxembourg,Montenegro,2016,March,2
Luxembourg,Morocco,2016,January,1
Luxembourg,Morocco,2016,February,2
Luxembourg,Morocco,2016,March,2
Luxembourg,Morocco,2016,April,13
Luxembourg,Nigeria,2016,January,5
Luxembourg,Nigeria,2016,February,2
Luxembourg,Nigeria,2016,March,5
Luxembourg,Nigeria,2016,April,2
Luxembourg,Pakistan,2016,April,1
Luxembourg,"Russian Federation",2016,February,1
Luxembourg,Senegal,2016,January,1
Luxembourg,Senegal,2016,February,1
Luxembourg,Guinea,2016,January,1
Luxembourg,Guinea,2016,April,1
Luxembourg,"Côte d'Ivoire",2016,January,1
Luxembourg,"Côte d'Ivoire",2016,April,1
Luxembourg,Somalia,2016,January,6
Luxembourg,Somalia,2016,February,6
Luxembourg,Somalia,2016,April,4
Luxembourg,Sudan,2016,February,1
Luxembourg,Switzerland,2016,January,1
Luxembourg,"Syrian Arab Rep.",2016,January,71
Luxembourg,"Syrian Arab Rep.",2016,February,17
Luxembourg,"Syrian Arab Rep.",2016,March,5
Luxembourg,"Syrian Arab Rep.",2016,April,10
Luxembourg,Togo,2016,February,1
Luxembourg,Togo,2016,March,1
Luxembourg,Tunisia,2016,January,3
Luxembourg,Tunisia,2016,February,1
Luxembourg,Tunisia,2016,March,5
Luxembourg,Tunisia,2016,April,3
Luxembourg,Turkey,2016,January,1
Luxembourg,Turkey,2016,February,1
Luxembourg,Turkey,2016,April,2
Luxembourg,Uganda,2016,January,2
Luxembourg,Ukraine,2016,January,1
Luxembourg,Ukraine,2016,March,1
Latvia,Algeria,2016,March,1
Latvia,Armenia,2016,January,1
Latvia,Armenia,2016,March,3
Latvia,"Dem. Rep. of the Congo",2016,March,1
Latvia,Eritrea,2016,February,2
Latvia,Israel,2016,March,1
Latvia,Kazakhstan,2016,February,1
Latvia,Pakistan,2016,January,5
Latvia,Pakistan,2016,February,4
Latvia,Pakistan,2016,March,2
Latvia,"Russian Federation",2016,January,4
Latvia,"Russian Federation",2016,February,1
Latvia,"Syrian Arab Rep.",2016,February,4
Latvia,Ukraine,2016,February,1
Latvia,Uzbekistan,2016,February,1
"The former Yugoslav Rep. of Macedonia",Afghanistan,2016,January,38
"The former Yugoslav Rep. of Macedonia",Afghanistan,2016,February,3
"The former Yugoslav Rep. of Macedonia",Afghanistan,2016,March,10
"The former Yugoslav Rep. of Macedonia",Afghanistan,2016,April,13
"The former Yugoslav Rep. of Macedonia",Algeria,2016,January,3
"The former Yugoslav Rep. of Macedonia",Algeria,2016,February,8
"The former Yugoslav Rep. of Macedonia",Algeria,2016,March,1
"The former Yugoslav Rep. of Macedonia",Egypt,2016,March,3
"The former Yugoslav Rep. of Macedonia",Bangladesh,2016,January,3
"The former Yugoslav Rep. of Macedonia",Bangladesh,2016,February,2
"The former Yugoslav Rep. of Macedonia",Bulgaria,2016,January,1
"The former Yugoslav Rep. of Macedonia",Eritrea,2016,February,3
"The former Yugoslav Rep. of Macedonia",Ethiopia,2016,January,2
"The former Yugoslav Rep. of Macedonia",Palestinian,2016,January,8
"The former Yugoslav Rep. of Macedonia","Iran (Islamic Rep. of)",2016,January,42
"The former Yugoslav Rep. of Macedonia","Iran (Islamic Rep. of)",2016,February,10
"The former Yugoslav Rep. of Macedonia","Iran (Islamic Rep. of)",2016,March,3
"The former Yugoslav Rep. of Macedonia","Iran (Islamic Rep. of)",2016,April,11
"The former Yugoslav Rep. of Macedonia",Iraq,2016,January,4
"The former Yugoslav Rep. of Macedonia",Iraq,2016,February,2
"The former Yugoslav Rep. of Macedonia",Iraq,2016,March,13
"The former Yugoslav Rep. of Macedonia",Iraq,2016,April,4
"The former Yugoslav Rep. of Macedonia",Libya,2016,January,7
"The former Yugoslav Rep. of Macedonia",Libya,2016,February,4
"The former Yugoslav Rep. of Macedonia",Libya,2016,March,2
"The former Yugoslav Rep. of Macedonia","Sri Lanka",2016,February,5
"The former Yugoslav Rep. of Macedonia",Morocco,2016,January,26
"The former Yugoslav Rep. of Macedonia",Morocco,2016,February,8
"The former Yugoslav Rep. of Macedonia",Morocco,2016,March,1
"The former Yugoslav Rep. of Macedonia",Nigeria,2016,March,1
"The former Yugoslav Rep. of Macedonia",Pakistan,2016,January,26
"The former Yugoslav Rep. of Macedonia",Pakistan,2016,February,29
"The former Yugoslav Rep. of Macedonia",Pakistan,2016,March,16
"The former Yugoslav Rep. of Macedonia",Pakistan,2016,April,3
"The former Yugoslav Rep. of Macedonia",Somalia,2016,January,7
"The former Yugoslav Rep. of Macedonia",Somalia,2016,February,2
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,January,6
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,February,23
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,March,12
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,April,11
Montenegro,Algeria,2016,January,1
Montenegro,Algeria,2016,February,2
Montenegro,Algeria,2016,April,5
Montenegro,Egypt,2016,January,1
Montenegro,Cameroon,2016,January,1
Montenegro,Palestinian,2016,January,2
Montenegro,"Iran (Islamic Rep. of)",2016,March,1
Montenegro,"Iran (Islamic Rep. of)",2016,April,6
Montenegro,Morocco,2016,January,45
Montenegro,Morocco,2016,February,1
Montenegro,Pakistan,2016,April,2
Montenegro,"Russian Federation",2016,March,1
Montenegro,Somalia,2016,January,4
Montenegro,"Syrian Arab Rep.",2016,April,1
Montenegro,Turkey,2016,February,1
Montenegro,Turkey,2016,March,1
Montenegro,Ukraine,2016,January,1
Montenegro,Ukraine,2016,February,2
Montenegro,Yemen,2016,January,1
Montenegro,Yemen,2016,February,5
Malta,Egypt,2016,January,6
Malta,Egypt,2016,March,1
Malta,Egypt,2016,April,3
Malta,Eritrea,2016,January,2
Malta,Eritrea,2016,February,23
Malta,Eritrea,2016,March,13
Malta,Eritrea,2016,April,7
Malta,Ethiopia,2016,January,2
Malta,Ethiopia,2016,March,1
Malta,Ethiopia,2016,April,3
Malta,Palestinian,2016,January,1
Malta,Palestinian,2016,February,1
Malta,Palestinian,2016,March,4
Malta,"Côte d'Ivoire",2016,February,2
Malta,India,2016,April,1
Malta,"Iran (Islamic Rep. of)",2016,April,2
Malta,Iraq,2016,February,1
Malta,Iraq,2016,April,4
Malta,Libya,2016,January,61
Malta,Libya,2016,February,59
Malta,Libya,2016,March,75
Malta,Libya,2016,April,50
Malta,"The former Yugoslav Rep. of Macedonia",2016,January,1
Malta,"The former Yugoslav Rep. of Macedonia",2016,February,1
Malta,Morocco,2016,January,2
Malta,Morocco,2016,February,3
Malta,Morocco,2016,March,1
Malta,Nigeria,2016,February,3
Malta,Pakistan,2016,February,1
Malta,Somalia,2016,January,2
Malta,Somalia,2016,February,5
Malta,Somalia,2016,March,12
Malta,Somalia,2016,April,14
Malta,Sudan,2016,March,1
Malta,Sudan,2016,April,1
Malta,"Syrian Arab Rep.",2016,January,26
Malta,"Syrian Arab Rep.",2016,February,29
Malta,"Syrian Arab Rep.",2016,March,35
Malta,"Syrian Arab Rep.",2016,April,15
Malta,Togo,2016,March,1
Malta,Tunisia,2016,February,1
Malta,Turkey,2016,March,1
Malta,Ukraine,2016,January,3
Malta,Ukraine,2016,February,4
Malta,Ukraine,2016,March,2
Malta,Ukraine,2016,April,3
Malta,"Venezuela (Bolivarian Republic of)",2016,February,2
Malta,"Venezuela (Bolivarian Republic of)",2016,April,1
Netherlands,Afghanistan,2016,January,384
Netherlands,Afghanistan,2016,February,161
Netherlands,Afghanistan,2016,March,50
Netherlands,Afghanistan,2016,April,52
Netherlands,Albania,2016,January,228
Netherlands,Albania,2016,February,250
Netherlands,Albania,2016,March,224
Netherlands,Albania,2016,April,134
Netherlands,Eritrea,2016,January,93
Netherlands,Eritrea,2016,February,70
Netherlands,Eritrea,2016,March,49
Netherlands,Eritrea,2016,April,61
Netherlands,"Iran (Islamic Rep. of)",2016,January,216
Netherlands,"Iran (Islamic Rep. of)",2016,February,129
Netherlands,"Iran (Islamic Rep. of)",2016,March,73
Netherlands,"Iran (Islamic Rep. of)",2016,April,68
Netherlands,Iraq,2016,January,255
Netherlands,Iraq,2016,February,157
Netherlands,Iraq,2016,March,78
Netherlands,Iraq,2016,April,39
Netherlands,Stateless,2016,January,109
